Nome;Crimes;Pol’tica;ECO_PC1;ECO_PC2;SAU_PC1;SAU_PC2;Mortes_COVID-19
Alabama Autauga;27228222006;Republicano;-0.529095953009799;205743215012309;0.369517692854324;-162514358050033;-287658540507447
Alabama Baldwin;20366039629;Republicano;-127619356397607;-0.415745047465058;-0.710013758396111;0.0716440319618422;-335488302339387
Alabama Barbour;41427786068;Republicano;415945895640545;0.185760777041956;260206610517161;149351235572501;-337115809363543
Alabama Bibb;89349125982;Republicano;119900001461637;0.884598631520428;139802769513131;-0.0171648718306353;-271159945061335
Alabama Blount;48269061089;Republicano;0.819656561232224;235302779134062;0.499922209207407;-178458089914684;-313839435428563
Alabama Bullock;3110273327;Democrata;463677787964531;-0.315731338667174;29902888046945;0.808446160579098;-181864956992386
Alabama Butler;58158400519;Republicano;207123757112837;-108555528697933;412650885984992;-0.537697440743376;-159102553780088
Alabama Calhoun;75606654427;Republicano;125874417115392;-0.30434982897402;190456507927743;0.0843736638569572;-287770209197495
Alabama Chambers;52899973623;Republicano;122322202261007;0.578556550814917;244911471199681;-0.00286324502847196;-197570500216692
Alabama Cherokee;33043879198;Republicano;0.378442664860567;0.903002504406097;0.863944531223487;-0.28541707930801;-284703889774002
Alabama Chilton;50781072095;Republicano;109264159771601;0.388234042138254;178222017610002;-0.133189518498487;-258582549764589
Alabama Choctaw;12841466262;Republicano;201924880563049;-173313170619413;280600975815619;-166419055946027;-239698576841553
Alabama Clarke;47531243598;Republicano;280671527457083;-114704833637621;322257103062362;0.307319416840948;-267313393599598
Alabama Clay;30906721281;Republicano;117167093451529;-125624045473869;153470030084811;-0.128567466362382;-241345540182547
Alabama Cleburne;10333333333;Republicano;178928695369844;-108210217865078;0.844906972154693;-0.128451330541059;-280933575871801
Alabama Coffee;27620804419;Republicano;0.285357613425485;139837064956828;100445756545061;-0.148828226180277;-383794580203183
Alabama Colbert;40000735646;Republicano;0.621448142674156;143416027804488;131811070234136;-0.0816378817689095;-283385651952746
Alabama Conecuh;38740920097;Republicano;380993845880739;-0.33756439307566;519922119758182;0.770081882734007;-227521389619791
Alabama Coosa;2548321954;Republicano;134747703717517;-156570841777333;282316735492255;-0.174460853535414;-359776877737337
Alabama Covington;33112142449;Republicano;143540764472064;0.310945158074923;123409177166674;-0.0759949694850334;-252623518266271
Alabama Crenshaw;33190736097;Republicano;0.789419581481219;-0.993877888768119;206980817105128;-0.10445567650129;-153082751185219
Alabama Cullman;12939228552;Republicano;0.419036938973843;0.0610662335164209;19373782093879;-0.466017198463956;-348679998902389
Alabama Dale;43672141878;Republicano;138185426323588;178223356551337;202867471364921;0.977398559582666;-225115008816119
Alabama Dallas;92456116843;Democrata;448943935305068;0.083255648836364;307964828262687;102587141766195;-271432675853614
Alabama DeKalb;31233068808;Republicano;219416076169984;245826521409733;0.152173784482195;0.0472526485059191;-316679625653601
Alabama Elmore;23867666368;Republicano;-0.323440095961775;-0.603413734651102;0.278868253091651;-147341613894055;-261936099206964
Alabama Escambia;44624531575;Republicano;306207921088541;0.502745172812478;255452723152177;0.310236022611304;-249616029363403
Alabama Etowah;60396261974;Republicano;105557113182785;-0.443691286387793;149950400507157;0.0117045320074784;-294961076756883
Alabama Fayette;25449873211.5;Republicano;117896968562276;-101146981943645;284996362160346;-0.445748269433772;-247635831187376
Alabama Franklin;26423443643;Republicano;295536492120659;0.865993269701572;174474917421909;-0.997994620044205;-228705893356043
Alabama Geneva;41357112113;Republicano;255698237071327;0.859053565195496;220410572867971;-0.146859520644298;-363653297374173
Alabama Greene;66934404284;Democrata;622779609475482;-206136065121979;-0.35161109448892;650921019814016;-161331274849228
Alabama Hale;20855807264;Democrata;297712864219253;-0.151259284600824;255263010921144;0.501626225399095;-160910452353286
Alabama Henry;19737229718;Republicano;0.190230011264605;0.573483478396982;202484454035204;-101324265073821;-335048871167009
Alabama Houston;48778848416;Republicano;0.787281552815893;-0.779258855590688;133803500404278;0.0489288529566712;-339266585335629
Alabama Jackson;31698494808;Republicano;145782294680494;-0.218842476028877;132312082071835;-0.0628148650619841;-331563949330051
Alabama Jefferson;87275002018;Democrata;-0.00934074600183608;0.51816805737399;133240244023799;-0.641184716836956;-283300107167964
Alabama Lamar;16221172156;Republicano;214675298124741;-151794469855868;220768942230719;-0.111196150470266;-315138182950499
Alabama Lauderdale;26860320916;Republicano;0.0902576537073471;-0.348589634530839;0.473290251777941;-241927463682326;-306956612176044
Alabama Lawrence;26045300219;Republicano;0.97697565254445;15354703411181;153570662317547;-175269723914334;-231127450320821
Alabama Lee;41563740099;Republicano;0.307165636864366;0.37993915596511;-0.833112945745727;0.435104351127095;-318187344938349
Alabama Limestone;16012374188;Republicano;0.0866300174336531;0.425402015702165;0.340800494274298;-0.155346980209374;-329469242052668
Alabama Lowndes;67101922379;Democrata;398823461095112;-159957591756625;371049720932043;0.608514123704086;-127343453140017
Alabama Macon;73431241656;Democrata;327248787446879;-155516825598664;482385447669925;0.290361199639622;-222116842599752
Alabama Madison;61072315915;Republicano;-119035533505144;0.465451802737232;-0.30193819152858;0.0397017666795055;-355453585054727
Alabama Marengo;44941524948;Democrata;262481624701149;-0.11625173944214;307225428572448;0.337505194200702;-214988987520699
Alabama Marion;2958973336;Republicano;0.887684205683277;0.761458625816115;177423578925952;-0.218115077282084;-22717267370208
Alabama Marshall;28626908241;Republicano;167186825966857;-0.192887633323662;0.840445882095972;-0.0276742280703343;-290245656127797
Alabama Mobile;54814738002;Republicano;0.783510553302572;-0.830038739364896;136062549375569;0.274277431412159;-255469147812572
Alabama Monroe;49230914187;Republicano;529654915365094;-0.0126436295831794;352072834120369;0.551807415328958;-30793838460496
Alabama Montgomery;5317145579;Democrata;0.915557776592527;-0.244712777035538;14356884630878;-120159238811339;-238095607444129
Alabama Morgan;18073324863;Republicano;0.449215591971781;-0.120962610091353;-0.0417333323040222;-0.00667325477589294;-349950810583245
Alabama Perry;3814147018;Democrata;581687980919133;-213845516136056;188388302924347;616307651087606;-278088752505448
Alabama Pickens;16621551028;Republicano;245351534598325;-122968177727008;10910280727893;0.436715067652684;-2416409687064
Alabama Pike;56440203486;Republicano;250301771372388;0.768521119111726;124958536632838;0.647992527906608;-316869469375263
Alabama Randolph;19649835515;Republicano;148309662501495;0.583709015158369;183299717498121;-0.117519462562934;-264484412519842
Alabama Russell;50499623939;Democrata;171599641225141;120357331545448;348408877812529;108207869458621;-527265761976746
Alabama Shelby;26362287755;Republicano;-247196451907853;0.398313569829436;-0.783506476281577;-0.350145532118963;-339508828286939
Alabama St. Clair;29939947706;Republicano;-0.156124645957067;0.51020711496395;0.668602079739927;-0.199020295866938;-300656869570952
Alabama Sumter;43548017419;Democrata;466910755232558;-156956017270151;463344204611469;0.539535132183277;-182945276494676
Alabama Talladega;46857277443;Republicano;177546329154153;-0.178246157466774;226985361201304;0.353974167592543;-305806441505676
Alabama Tallapoosa;6389143409;Republicano;216241123231189;0.829303787658962;169623341553092;-0.738737884366018;-15442800424515
Alabama Tuscaloosa;4017177234;Republicano;0.0480249770212299;0.00518874259320104;0.680871045692336;0.158161673402964;-264604761883995
Alabama Walker;44985017832;Republicano;228913168210683;167195823136698;163902263527739;-165841038548928;-19219717632426
Alabama Washington;24310453495;Republicano;206862666355915;-122276835007261;16692558893478;0.235878202460369;-263583786698829
Alabama Wilcox;64466684699;Democrata;44985988660186;-167860198280638;509587543749438;0.570271158432983;-220818283423797
